Name,Institution_Type,Address,District_City,State,Pincode,AICTE_Permanent_ID,Women_Only,Minority_Institution,Courses_Offered,Website,Source
DREAMS COLLEGE OF POLYTECHNIQUE,Private-Self Financing,5TH KM MILESTONE JANTA ROAD SAHARANPUR,Saharanpur,Uttar Pradesh,,1-44641231165,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DWARIKADHEESH EDUCATION AND MANAGEMENT SCHOOL,Private-Self Financing,VILLAGE MADH JANTA ROAD,Saharanpur,Uttar Pradesh,,1-44644147524,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOCHAR MAHAVIDYALAYA,Govt aided,RAMPUR MANIHARAN,Saharanpur,Uttar Pradesh,,1-44645041666,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC SAHARANPUR,Government,CHUNETI GADA DELHI ROAD SAHARANPUR,Saharanpur,Uttar Pradesh,,1-44640155455,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
HARI COLLEGE OF MANAGEMENT,Private-Self Financing,NEAR HINDON BRIDGE DEHRADUN ROAD GGALHEDI SAHARANPUR,Saharanpur,Uttar Pradesh,,1-44645008063,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"HARI COLLEGE OF MANAGEMENT, SAHARANPUR, U.P.",Private-Self Financing,"NEAR HINDAN BRIDGE, GAGALHERI, SAHARANPUR",Saharanpur,Uttar Pradesh,,1-44642843982,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
HARI INSTITUTE OF TECHNOLOGY,Private-Self Financing,VILL RANDEVI  POST NAKUR,Saharanpur,Uttar Pradesh,,1-44645019588,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
HARKESH SINGH RANA MAHAVIDYALYA,Private-Self Financing,VILL JEEWALA TESHIL BEHAT SAHARANPUR,Saharanpur,Uttar Pradesh,,1-44645025618,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INDRAPRASTHA INSTITUTE OF MANAGEMENT & TECHNOLOGY,Private-Self Financing,"VILL: UMAHI (KOTA),SAHARANPUR MUZZAFAR NAGAR STATE HIGHWAY,SAHARANPUR",Saharanpur,Uttar Pradesh,,1-44643136277,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INDRAPRASTHA INSTITUTE OF MANAGEMENT AND TECHNOLOGY,Private-Self Financing,"VILLAGE- UMAHI-KOTA, MUZAFFARNAGAR- SAHARANPUR STATE HIGHWAY, SAHARANPUR",Saharanpur,Uttar Pradesh,,1-44644153880,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INSTITUTE OF PROFESSIONAL STUDIES,Private-Self Financing,"BY PASS ROAD, OPPOSITE SILVER SCHOOL",Saharanpur,Uttar Pradesh,,1-44645011068,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ISLAMIA DEGREE COLLEGE,Private-Self Financing,DEOBAND,Saharanpur,Uttar Pradesh,,1-44644040914,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ISLAMIA DEGREE COLLEGE,Private-Self Financing,NEAR INDRA PARK DEOBAND,Saharanpur,Uttar Pradesh,,1-44645026103,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
KRISHNA INSTITUTE OF EDUCATION AND MANAGEMENT,Private-Self Financing,1KM MILESTONE  GANGOH -SAHARANPUR ROAD GANGOH,Saharanpur,Uttar Pradesh,,1-44644629348,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAA SHAKUMBHARI UNIVERSITY SAHARANPUR,State Government University,PUNWARKA SAHARANPUR,Saharanpur,Uttar Pradesh,,1-44754325273,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAHARAJ SINGH COLLEGE,Govt aided,"CHAKRATA ROAD, NEAR PURANI CHUNGI, SAHARANPUR",Saharanpur,Uttar Pradesh,,1-44922909683,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAHARASHI DAYANAND COLLEGE OF EDUCATION,Private-Self Financing,VILLAGE BADULI POST KOTA SAHARANPUR,Saharanpur,Uttar Pradesh,,1-44924407024,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MUNNA LAL AND JAI NARAYAN KHEMKA GIRLS COLLEGE,Govt aided,CHILKANA ROAD,Saharanpur,Uttar Pradesh,,1-44645010260,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RAJEEV MEMORIAL INSTITUTE OF EDUCATION AND TECHNOLOGY,Private-Self Financing,BHARDWAJ FARM HOUSE GANGOH SAHARANPUR,Saharanpur,Uttar Pradesh,,1-44923695425,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RAMDOOT COLLEGE OF EDUCATION,Private-Self Financing,VILL RANDEVI,Saharanpur,Uttar Pradesh,,1-44645022195,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SAHARANPUR INSTITUTE OF ADVANCED STUDIES,Private-Self Financing,"NEW JANTA ROAD , GOKELPUR SAHARANPUR 247001(UP)",Saharanpur,Uttar Pradesh,247001,1-44642609922,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SAHARANPUR INSTITUTE OF ADVANCED STUDIES,Private-Self Financing,"4KM JANTA ROAD, GOKALPUR",Saharanpur,Uttar Pradesh,,1-44644207698,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SAVITRI BAI PHULE GOVERMENT GIRLS POLYTECHNIC,Government,DEHRADUN ROAD KHUMARHERA SAHARANPUR,Saharanpur,Uttar Pradesh,,1-44639763460,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
THAKUR KRIPAL SINGH MEMORIAL DEGREE COLLEGE,Private-Self Financing,"VILLAGE- RANKHANDI, POST- RANKHANDI",Saharanpur,Uttar Pradesh,,1-44914396574,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
WEBTECH COLLEGE OF MANAGEMENT AND TECHNOLOGY,Private-Self Financing,"VILL - FATEHPUR DHOLLA, 4 KM FROM GANGOH, TITRON ROAD, TEHSIL NAKUR, DISTT SAHARANPUR",Saharanpur,Uttar Pradesh,,1-44645021440,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVT. POLYTECHNIC  SANTKABIR NAGAR (CENTRAL AIDED),Government,"GOVT. POLYTECHNIC SIRSI, DHANGHATA    SANT KABIR NAGAR",Sant Kabir Nagar,Uttar Pradesh,,1-44638242375,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MMIT SANT KABIR NAGAR,Government,MMIT BALUSHASHAN  SANT KABIR NAGAR,Sant Kabir Nagar,Uttar Pradesh,,1-44638626792,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC AURAI (SANT RAVIDAS NAGAR BHADOHI),Government,KATEHARA,Sant Ravidas Nagar,Uttar Pradesh,,1-44641096254,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INDIAN INSTITUTE OF CARPET TECHNOLOGY,Govt aided,CHAURI ROAD BHADOHI,Sant Ravidas Nagar,Uttar Pradesh,,1-44640249856,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT GIRLS POLYTECHNIC,Government,"VILL. JAHANPUR, TEHSIL- TILHAR, POST- NIGOHI",Shahjahanpur,Uttar Pradesh,,1-44638570714,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC PUWAYAN,Government,NEAR GANNA KISAAN DEGREE COLLEGE JEWA ROAD,Shahjahanpur,Uttar Pradesh,,1-44639730734,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC SHAHJAHANPUR,Government,VILL-LALPUR BLOCK-DADROUL JALALABAD ROAD,Shahjahanpur,Uttar Pradesh,,1-44639383948,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
LAKSHYA INSTITUTE OF MANAGEMENT & INFORMATION TECHNOLOGY,Private-Self Financing,"VILLAGE ADAMPUR, POWAYAN ROAD,TEHSIL SADAR SHAHJAHANPUR (U.P.)",Shahjahanpur,Uttar Pradesh,,1-44641526852,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
LAKSHYA TECHNICAL CAMPUS,Private-Self Financing,POWAYAN ROAD,Shahjahanpur,Uttar Pradesh,,1-44640931208,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SUN INSTITUTE OF MANAGEMENT AND TECHNOLOGY,Private-Self Financing,"NAGLA HAJI, BAREILLY ROAD, 7 TH KM MILESTONE, SHAHAJAHNAPUR",Shahjahanpur,Uttar Pradesh,,1-44641101761,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ALPINE COLLEGE OF EDUCATION,Private-Self Financing,DELHI SAHARANPUR ROAD HIGHWAY JALALABAD DISTT SHAMLI,Shamli,Uttar Pradesh,,1-44645056390,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BHASKAR COLLEGE OF EDUCATION,Private-Self Financing,"SHAMLI KAIRANA ROAD, MANNA MAJRA",Shamli,Uttar Pradesh,,1-44645088078,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DR S N DEV GROUP OF COLLEGE,Private-Self Financing,VILL SIKKA POST MEHRAMPUR,Shamli,Uttar Pradesh,,1-44924096458,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT GIRL'S POLYTECHNIC SHAMLI,Government,G.G.P SHAMLI MUNDATE ROAD SHAMLI,Shamli,Uttar Pradesh,,1-44639590127,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
JAIN COLLEGE OF EDUCATION BANAT SHAMLI,Private-Self Financing,MZN ROAD BANAT SHAMLI,Shamli,Uttar Pradesh,,1-44924177539,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"MAHAMAYA POLYTECHNIC OF INFORMATION TECHNOLOGY, SHAMLI",Government,"MAHAMAYA POLYTECHNIC OF INFORMATION TECHNOLOGY, SHAMLI GRAM FAZAILPUR, JASALA, BLOCK - KANDHLA, TEHSIL SHAMLI, DISTRICT SHAMLI, UTTAR PRADESH PIN CODE 247775",Shamli,Uttar Pradesh,247775,1-44638489968,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SILVER BELLS INSTITUTE FOR HIGHER EDUCATION,Private-Self Financing,KAIRANA PANIPAT ROAD KHERI KARMU SHAMLI,Shamli,Uttar Pradesh,,1-44645015815,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ST RC COLLEGE OF HIGHER EDUCATION,Private-Self Financing,BANAT ROAD SHAMLI,Shamli,Uttar Pradesh,,1-44645008236,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SWAMI SWAROOPANANAD INSTITUTE OF MANAGEMENT AND TECHNOLOGY,Private-Self Financing,"RAJHAR ROAD, TOWN- GARHI PUKHTA",Shamli,Uttar Pradesh,,1-44923633733,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
UPADHYAY NAYAN SAGAR JAIN DEGREE COLLEGE,Private-Self Financing,SHAMLI KARNAL ROAD JAMALPUR JHINJHANA SHAMLI,Shamli,Uttar Pradesh,,1-44645021534,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"MAHAMAYA POLYTECHNIC OF INFORMATION TECHNOLOGY,  LENGADI GOOLAR, SRAVASTI",Government,VILL  LENGADI GOOLAR  POST VIJAYPUR SISAWAAN TESHIL IKAUNA DISTT SHRAVASTI STATE UTTAR PRADESH PIN 271835,Shravasti,Uttar Pradesh,271835,1-44638748616,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
TATHAGAT GAUTAM BUDH GOVERNMENT POLYTECHNIC SHRAVASTI,Government,"SIRSIA, SHRAVASTI",Shravasti,Uttar Pradesh,,1-44639719347,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ADARSH POLYTECHNIC COLLEGE,Private-Self Financing,"VILLAGE -  GAURA GARH, POST- KOTIYA GADORI, TEHSIL- BANSI, DISTRICT - SIDHARTHNAGAR",Siddharthnagar,Uttar Pradesh,,1-44638688060,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DR. DASHRATH CHAUDHARY INSTITUTE OF TECHNOLOGY,Private-Self Financing,BANSI (SIDDHARTH NAGAR),Siddharthnagar,Uttar Pradesh,,1-44640037183,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAHAKRNIK TATHAGAT GAUTAM BUDHA GOVT. POLYTECHNIC SIDDHARTH NAGAR,Government,"VASA CHAK, DUMARIYAGANJ SIDDHATHNAGAR",Siddharthnagar,Uttar Pradesh,,1-44639685773,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MMIT SIDDHARATHNAGAR,Government,MMIT BANSI SIDDHARATHNAGAR,Siddharthnagar,Uttar Pradesh,,1-44638492631,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
PRATEEK SINGH SIDDHARTH POLYTECHNIC COLLEGE,Private-Self Financing,"PRATEEK SINGH SIDDHARTH POLYTECHNIC COLLEGE, VILL-KARAUNDA MASINA, POST- DEORA BAZAR, DIST- SIDDHARTH NAGAR",Siddharthnagar,Uttar Pradesh,,1-44638908852,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DEEN DAYAL UPADHYAY RAJKIYA SNATKOTTAR MAHAVIDYALAYA,Government,NEAR CMO OFFICE LUCKNOW ROAD,Sitapur,Uttar Pradesh,,1-44645004814,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"GOVERNMENT POLYTECHNIC, ALIYA, SITAPUR",Government,"VILL- SARAIJEET, PARGANA AND TAHSIL- SITAPUR",Sitapur,Uttar Pradesh,,1-44638761497,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
JAWAHAR LAL NEHRU POLYTECHNIC,Govt aided,LAKHPERABAG,Sitapur,Uttar Pradesh,,1-44640312037,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SACRED HEART DEGREE COLLEGE,Private-Self Financing,NAIPALAPUR,Sitapur,Uttar Pradesh,,1-44643810517,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SACRED HEART INSTITUTE OF MANAGEMENT & TECHNOLOGY,Private-Self Financing,NAIPALAPUR SITAPUR DT. U.P. 261 001,Sitapur,Uttar Pradesh,,1-44642871209,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHREE KRISHNA EDUCATIONAL INSTITUTE,Private-Self Financing,GATA NO 94 NAIPALAPUR KASRAILA ROAD AHMAD NAGAR,Sitapur,Uttar Pradesh,,1-44645043428,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SITAPUR SHIKSHA SANSTHAN,Private-Self Financing,VILL AND POST RESORA,Sitapur,Uttar Pradesh,,1-44643860953,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SITAPUR SHIKSHA SANSTHAN GROUP OF INSTITUTIONS,Private-Self Financing,"RESORA ,SITAPUR",Sitapur,Uttar Pradesh,,1-44638608012,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DEVO MAHESH COLLEGE OF ENGINEERING & TECHNOLOGY,Private-Self Financing,"SUKRIT (VARANASI TO SHAKTINAGAR G.T. ROAD) ROBARTSGANJ, SONBHADRA, UTTAR PRADESH (INDIA)",Sonbhadra,Uttar Pradesh,,1-44639379889,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC CHOPAN SONEBHADRA,Government,SENDURIA CHOPAN SONEBHADRA,Sonbhadra,Uttar Pradesh,,1-44638757148,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC SENDURIA  SONEBHADRA (CENTRAL GOVERNMENT),Government,SENDURIA CHOPAN SONEBHADRA,Sonbhadra,Uttar Pradesh,,1-44638093125,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC SONEBHADRA,Government,ROBERTSGANJ,Sonbhadra,Uttar Pradesh,,1-44640357226,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
R R POLYTECHNIC,Private-Self Financing,VILL-HINDUWARI,Sonbhadra,Uttar Pradesh,,1-44638486727,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RAJKIYA ENGINEERING COLLEGE SONBHADRA,Government,RAJKIYA ENGINEERING COLLEGE SONBHADRA,Sonbhadra,Uttar Pradesh,,1-44638863642,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC KADIPUR SULTANPUR RUN BY AICCEDS,Government,"VILL - BARAURA KWAJAPUR AKHANDNAAR, TEHSIL - KADIPUR",Sultanpur,Uttar Pradesh,,1-44644998106,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"GOVERNMENT POLYTECHNIC KENAURA, SULTANPUR, UTTAR PRADESH",Government,"KENAURA, LAMBHUA SULTANPUR UTTAR PRADESH",Sultanpur,Uttar Pradesh,,1-44638607518,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,FARIDIPUR CAMPUS SULTANPUR",Private-Self Financing,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,FARIDIPUR CAMPUS SULTANPUR",Sultanpur,Uttar Pradesh,,1-44642637123,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOOCIAL SCIENCES, MANAGEMENT INSTITUTE",Private-Self Financing,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,FARIDIPUR CAMPUS",Sultanpur,Uttar Pradesh,,1-44642288144,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY , SULTANPUR",Govt aided,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY, SULTANPUR 228118 (U.P)",Sultanpur,Uttar Pradesh,228118,1-44642813486,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
N.B.S. COLLEGE OF EDUCATION AND MANAGEMENT,Private-Self Financing,"BHADA, PRATAPGANJ BAZAR, SULTANPUR",Sultanpur,Uttar Pradesh,,1-44644406540,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RAJARSHI RANANJAY SINH INSTITUTE OF MANAGEMENT & TECHNOLOGY,Private-Self Financing,"RAJARSHI NAGAR, MUNSHIGANJ",Sultanpur,Uttar Pradesh,,1-44643260113,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHRI VISHWANATH COLLEGE OF POLYTECHNIC,Private-Self Financing,"VILL & POST- KALAN TEHSIL-KADIPUR, DIST-SULTANPUR, UP",Sultanpur,Uttar Pradesh,,1-44638796758,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHRI VISHWANATH P.G. COLLEGE,Private-Self Financing,"VILLAGE & POST- KALAN, TEHSIL- KADIPUR, DISTRICT- SULTANPUR, U.P.- 222101",Sultanpur,Uttar Pradesh,222101,1-44644846222,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
COLLEGE OF MANAGEMENT STUDIES,Private-Self Financing,"REGENDRA SWARUP KNOWLEDGE CITY, KNP-LKO NH-27, POLE NO.- 70-71, KADER PATARI, HADAHA, UNNAO",Unnao,Uttar Pradesh,,1-44644349234,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DR. VIRENDRA SWARUP MEMORIAL TRUST GROUP OF INSTITUTION,Private-Self Financing,"RAGENDRA SWARUP KNOWLEDGE CITY, LUCKNOW KANPUR NATIONAL HIGHWAY 25, POLE NO. 70-71, KADER PATARI, UNNAO",Unnao,Uttar Pradesh,,1-44638434195,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC BIGHAPUR UNNAO,Government,MAANPUR BLOCK BEEGHAUR,Unnao,Uttar Pradesh,,1-44638420391,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC DEEH,Government,"DEEH, SADAR UNNAO",Unnao,Uttar Pradesh,,1-44639731182,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC UNNAO,Government,DAHI CHOWKI,Unnao,Uttar Pradesh,,1-44641538039,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GREAT GANGES INSTITUTE OF TECHNOLOGY,Private-Self Financing,"GRAM- GADAN KHERA, POST SINGRAUSI, UNNAO",Unnao,Uttar Pradesh,,1-44643846966,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INSTITUTE OF PROFESSIONAL STUDIES & RESEARCH (IPSR),Private-Self Financing,"MAHADEV CAMPUS, ON LKO-KAN EXPRESS HIGHWAY, SOHRAMAU, SOHRAMAU, UNNAO",Unnao,Uttar Pradesh,,1-44672617220,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
KANPUR INSTITUTE OF MANAGEMENT STUDIES,Private-Self Financing,"GREAT GANGES EDUCATION COMPLEX 22KM MILESTONE KANPUR-LUCKNOW HIGHWAY, P.O.-SINGRAUSI",Unnao,Uttar Pradesh,,1-44642609437,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
S R M S INTERNATIONAL BUSINESS SCHOOL,Private-Self Financing,34.5 KM. STONE  LUCKNOW-KANPUR HIGHWAY,Unnao,Uttar Pradesh,,1-44638411228,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SUNRISE INSTITUTE OF ENGINEERING TECHNOLOGY & MANAGEMENT,Private-Self Financing,"KORARI KALA, ACHALGANJ-ROAD, UNNAO",Unnao,Uttar Pradesh,,1-44643314782,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
AMBITION INSTITUTE OF TECHNOLOGY,Private-Self Financing,"G.T. ROAD, PARAO,NEAR PUNEET AUTOMOBILES",Varanasi,Uttar Pradesh,,1-44641514579,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ASHOKA INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Private-Self Financing,"AKTHA,SARNATH,VARANASI.",Varanasi,Uttar Pradesh,,1-44638136880,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ASHOKA SCHOOL OF BUSINESS,Private-Self Financing,"AKTHA, SARNATH, VARANASI",Varanasi,Uttar Pradesh,,1-44671730614,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BABA BINDESHWARI SINGH INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Private-Self Financing,"MURDAHA, SINDHORA ROAD",Varanasi,Uttar Pradesh,,1-44641221711,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BANARAS INSTITUTE OF TEACHER'S EDUCATION,Private-Self Financing,"VILLAGE- NIBAH, POST-BARAGAON",Varanasi,Uttar Pradesh,,1-44753564807,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BANARAS INSTITUTEOF POLYTECHNIC & ENGINEERING,Private-Self Financing,VILLAGE GAJOKHAR POST PARSARA PHOOLPUR,Varanasi,Uttar Pradesh,,1-44639474895,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BHARAT MATA INSTITUTE OF INFORMATION TECHNOLOGY,Private-Self Financing,RAJATALAB,Varanasi,Uttar Pradesh,,1-44644377559,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING AND TECHNOLOGY,Government,"CIPET, CHUNAR ROAD, KARSARA, NO. 828 & 821, VILL- KARSARA, TEHSIL- RAJA TALAB, VARANASI, UTTAR PRADESH, PIN- 221011",Varanasi,Uttar Pradesh,221011,1-44638362470,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DEPARTMENT OF COMPUTER SCIENCE AND APPLICATIONS MAHATMA GANDHI KASHI VIDYAPITH,State Government University,"STATION ROAD, MALDAHIYA CROSSING, MALDAHIYA, KASHI VIDYAPITH, CHETGANJ",Varanasi,Uttar Pradesh,,1-44753754443,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DR VIJAY INSTITUTE OF EDUCATION AND TECHNOLOGY,Private-Self Financing,"VILLAGE- BHANDAHA KALA, POST- KAITHI, NH-29, VARANASI",Varanasi,Uttar Pradesh,,1-44638094336,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"GOVERNMENT POLYTECHNIC, KURU, PINDRA, VARANASI",Government,"KURU, PINDRA, VARANASI",Varanasi,Uttar Pradesh,,1-44640339834,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVT. GIRLS POLYTECHNIC VARANASI,Government,"SUNDERPUR, VARANASI",Varanasi,Uttar Pradesh,,1-44641130802,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"HARISH CHANDRA POST GRADUATE COLLEGE, FACULTY OF MANAGEMENT AND TECHNOLOGY",Private-Self Financing,"BAAVAN BEEGHA, AZAMGARH ROAD, POST- CANTT",Varanasi,Uttar Pradesh,,1-44642811040,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY, VARANASI",Government,CHOWKAGHAT  VARANASI - 221002 (UP),Varanasi,Uttar Pradesh,221002,1-44640869408,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY,Private-Self Financing,"SHEPA CAMPUS, NIBIA, BACHCHAON",Varanasi,Uttar Pradesh,,1-44641794821,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
